token,display_token,count,unique_account_count,sample_accounts
αριστερα_σιχαματα,ΑΡΙΣΤΕΡΑ_ΣΙΧΑΜΑΤΑ,1,1,AgelisDimitris
αχιλλεασζησησ,ΑχιλλέαςΖήσης,1,1,Annis2350561782
βυζαντιο,Βυζάντιο,1,1,Track11John
γαλλια,Γαλλια,1,1,fifi_apostolou
γερμανια,Γερμανία,1,1,klikr
γιδια,γιδια,1,1,LosKarabou79397
γιωργοσ_αυτιασ,γιωργος_αυτιας,1,1,Catps66
γιωργοσμυλωνακησ,ΓιώργοςΜυλωνάκης,1,1,K_Sav215
γυαλια_πρεσβυωπιασ,γυαλιά_πρεσβυωπίας,1,1,fanis_rc
γυναικοκτονια,γυναικοκτονια,1,1,ZbejVty
δεν_μπορεισ_να_βρεισ_γαληνη_αποφευγοντασ_τη_ζωη_,Δεν_Μπορείς_να_Βρείς_Γαλήνη_Αποφεύγοντας_τη_Ζωή_,1,1,GiotaPapapetrou
δημοψηφισμα2015,Δημοψήφισμα2015,1,1,johnblandos
διαφθορα,διαφθορα,1,1,galex1908
δικαιοσυνη,δικαιοσύνη,1,1,unico11226
διπλα_στουσ_αγροτεσ,δίπλα_στους_αγρότες,1,1,galex1908
εγκλημα,έγκλημα,1,1,unico11226
εγκληματικηοργανωση,ΕγκληματικήΟργάνωση,1,1,Annis2350561782
ειρηνη,Ειρηνη,1,1,46spiros
ελδυκο,ΕΛΔΥΚΟ,1,1,Myrtilo01
ελλαδασ,Ελλάδας,1,1,Briassulis
ελληνεσ,Έλληνες,1,1,Track11John
ελληνικη,ελληνική,1,1,Track11John
ελληνικων,ελληνικών,1,1,Placebo_0
εμπιστευτικα,εμπιστευτικά,1,1,Torquem21743459
ενασαιωνασβουτηγμενοσστασκατα,εναςαιωναςβουτηγμενοςστασκατα,1,1,Asmoudis13
εξορυξεισ,εξορύξεις,1,1,Track11John
επενδυσεισ,Επενδύσεις,1,1,chkls
επικαιροτητα,επικαιροτητα,1,1,K_Sav215
ερμου,Ερμού,1,1,fifi_apostolou
ερτ,ΕΡΤ,1,1,giannMak
ευρωκοινοβουλιο,Ευρωκοινοβούλιο,1,1,Track11John
ευτυχιοσ_αρχοντακησ,Ευτυχιος_Αρχοντάκης,1,1,hatz_patty
ιαμβοσ,Ιαμβος,1,1,DvsDvs60195368
ιερουσαλημ,Ιερουσαλημ,1,1,46spiros
ιονιο,Ιονιο,1,1,46spiros
ισπανια,Ισπανια,1,1,46spiros
ιταλια,Ιταλια,1,1,46spiros
καβαλα,Καβάλα,1,1,galex1908
καλημερα_ολη_μερα,καλημερα_ολη_μερα,1,1,Philipos1991486
καλο_σασ_βραδυ,Καλό_σας_Βράδυ,1,1,GiotaPapapetrou
καλο_σασ_βραδυ_,Καλό_σας_Βράδυ_,1,1,GiotaPapapetrou
κασσελακη,Κασσελάκη,1,1,TsigkaEfi
κατεχομενα,Κατεχομενα,1,1,dinoskonstantin
κκε,ΚΚΕ,1,1,hatz_patty
κομνοπουλοσ,Κομνοπουλος,1,1,Annis2350561782
κρητη,Κρήτη,1,1,Wwwwww42362442
κυβερνηση,ΚΥΒΕΡΝΗΣΗ,1,1,Track11John
κυψελη,Κυψέλη,1,1,GiotaPapapetrou
λιβανο,Λιβανο,1,1,46spiros
λιβανοσ,Λίβανος,1,1,EoLaerte
λυγγεριδη,Λυγγεριδη,1,1,angelikitsakani
μακαριοσ,Μακαριος,1,1,IK25818385
μακρον,Μακρον,1,1,fifi_apostolou
μανα,Μάνα,1,1,GiotaPapapetrou
μαντιναδα,μαντιναδα,1,1,Briassulis
μαστροπεια,μαστροπεία,1,1,unico11226
με_τον_κυριακο_μητσοτακη,Με_τον_ΚΥΡΙΑΚΟ_ΜΗΤΣΟΤΑΚΗ,1,1,KosmidisStathis
μελονι,ΜΕΛΟΝΙ,1,1,silaserafim
μητσοτακη,Μητσοτάκη,1,1,tipukitos
μητσοτακη_παραιτησου,Μητσοτάκη_παραιτησου,1,1,AstyMpekas
μητσοτακησ_2031,Μητσοτάκης_2031,1,1,BatorGr
μοσαντ,Μοσαντ,1,1,46spiros
νδια,νδια,1,1,fifi_apostolou
νεαφωτογραφιαπροφιλ,ΝέαΦωτογραφίαΠροφίλ,1,1,foivos_trikkis_
νετανιαχου,Νετανιαχου,1,1,fifi_apostolou
ντιλιαν,ντίλιαν,1,1,Protostatis
ντροπη,Ντροπη,1,1,ZbejVty
ξεκαθαροι_ανθρωποι_απο_την_αρχη_ωσ_το_τελοσ_απλα_μαγικοι_και_σπανιοι_,Ξεκάθαροι_άνθρωποι_από_την_Αρχή_ως_το_Τέλος_απλά_Μαγικοί_και_Σπάνιοι_,1,1,GiotaPapapetrou
οακα,ΟΑΚΑ,1,1,anasiropiastos
οδιαβολοσφοραειprada2,ΟΔιαβολοςΦοραειPrada2,1,1,AgelisDimitris
οηε,ΟΗΕ,1,1,dinoskonstantin
ορσε,ορσε,1,1,LosKarabou79397
ουγγαρια,ουγγαρία,1,1,giannMak
πακισταν,Πακισταν,1,1,fifi_apostolou
παλαιστινη,Παλαιστίνη,1,1,theatropoios
πανοσβλαχοσ,ΠάνοςΒλάχος,1,1,fifi_apostolou
παπανδρεου,Παπανδρέου,1,1,Hlsn0iQdRGXJ7lw
παρασυρη,Παρασυρη,1,1,zneraida
πιεση,πιεση,1,1,K_Sav215
πολιτη,Πολιτη,1,1,anasiropiastos
πορτοσαλτε,πορτοσαλτε,1,1,K_Sav215
ποτε_ξανα,ΠΟΤΕ_ΞΑΝΑ,1,1,anasiropiastos
πτυχια,πτυχία,1,1,AgelisDimitris
ρομαντικη,Ρομαντικη,1,1,GiotaPapapetrou
ρωσια,Ρωσια,1,1,fifi_apostolou
ρωσικη,ρωσική,1,1,galex1908
ρωσοι,Ρώσοι,1,1,galex1908
σαββιδησ,Σαββίδης,1,1,BatorGr
σουδα,Σουδα,1,1,46spiros
σπεισ,σπεις,1,1,foivos_trikkis_
σπσ,ΣΠΣ,1,1,Track11John
στεγαστικο,Στεγαστικό,1,1,chkls
στενα,Στενα,1,1,46spiros
συναχι_19,συνάχι_19,1,1,Anthology2026
συνταγμα,Σύνταγμα,1,1,Hlsn0iQdRGXJ7lw
τεμπη_εγκλημα,τεμπη_έγκλημα,1,1,Leniw_Lenia
τεχερανη,Τεχερανη,1,1,46spiros
τεχερανησ,Τεχερανης,1,1,46spiros
τραμπ,Τραμπ,1,1,fifi_apostolou
τρανσ,τρανς,1,1,chrisvwgolf
τσιπρασ,Τσίπρας,1,1,AgelisDimitris
τσουκαλασ,Τσουκαλάς,1,1,GiotaPapapetrou
υγεια,υγεια,1,1,K_Sav215
υδρογονανθρακεσ,Υδρογονανθρακες,1,1,46spiros
υπαατ,ΥΠΑΑΤ,1,1,galex1908
φιλησ,Φιλης,1,1,BatorGr
φωτια,φωτιά,1,1,GiotaPapapetrou
χακερ,χάκερ,1,1,galex1908
χαλκιδικη,Χαλκιδική,1,1,IK25818385
χριστοδουλακησ,Χριστοδουλάκης,1,1,fanis_rc
